184.105.247.195 - - [21/Jul/2015:08:32:36 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [21/Jul/2015:12:29:41 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [21/Jul/2015:12:29:41 +0000] "GET /tomcat.css HTTP/1.1" 200 5576
182.71.157.42 - - [21/Jul/2015:12:29:42 +0000] "GET /tomcat.png HTTP/1.1" 200 5103
182.71.157.42 - - [21/Jul/2015:12:29:42 +0000] "GET /bg-middle.png HTTP/1.1" 200 1918
182.71.157.42 - - [21/Jul/2015:12:29:42 +0000] "GET /bg-upper.png HTTP/1.1" 200 3103
182.71.157.42 - - [21/Jul/2015:12:29:42 +0000] "GET /bg-button.png HTTP/1.1" 200 713
182.71.157.42 - - [21/Jul/2015:12:29:42 +0000] "GET /asf-logo.png HTTP/1.1" 200 17811
182.71.157.42 - - [21/Jul/2015:12:29:42 +0000] "GET /bg-nav.png HTTP/1.1" 200 1401
182.71.157.42 - - [21/Jul/2015:12:29:44 +0000] "GET /favicon.ico HTTP/1.1" 200 21630
