216.218.206.66 - - [22/Apr/2015:01:47:12 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [22/Apr/2015:06:30:02 +0000] "GET /amdocs1/images/shared/side_shadowright.jpg HTTP/1.1" 200 840
182.71.157.42 - - [22/Apr/2015:06:30:04 +0000] "GET /amdocs1/js/datatables/media/css/jquery.dataTables.custom.css HTTP/1.1" 200 17743
182.71.157.42 - - [22/Apr/2015:06:30:04 +0000] "GET /amdocs1/js/jquery-1.11.0.min.js HTTP/1.1" 200 96385
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/shared/top_bg.jpg HTTP/1.1" 200 9856
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/shared/content_repeat.jpg HTTP/1.1" 200 583
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/shared/corner_top_left.jpg HTTP/1.1" 200 587
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/shared/border_bit.jpg HTTP/1.1" 200 509
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/shared/nav/repeat.jpg HTTP/1.1" 200 551
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/shared/nav/pro_line_0.gif HTTP/1.1" 404 4985
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /images/shared/logo.png HTTP/1.1" 404 995
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/login/loginbox_bg.png HTTP/1.1" 200 11153
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/login/inp_login.gif HTTP/1.1" 200 420
182.71.157.42 - - [22/Apr/2015:06:30:07 +0000] "GET /amdocs1/images/login/submit_login.gif HTTP/1.1" 200 1409
182.71.157.42 - - [22/Apr/2015:06:30:08 +0000] "GET /amdocs1/images/shared/corner_top_right.jpg HTTP/1.1" 200 593
182.71.157.42 - - [22/Apr/2015:06:30:08 +0000] "GET /amdocs1/images/shared/corner_bottom_right.jpg HTTP/1.1" 200 588
182.71.157.42 - - [22/Apr/2015:06:30:09 +0000] "GET /amdocs1/images/shared/corner_bottom_left.jpg HTTP/1.1" 200 592
182.71.157.42 - - [22/Apr/2015:06:30:09 +0000] "GET /amdocs1/images/shared/icon_idlogo.jpg HTTP/1.1" 200 1446
182.71.157.42 - - [22/Apr/2015:06:30:18 +0000] "GET /images/favicon.ico HTTP/1.1" 404 987
182.71.157.42 - - [22/Apr/2015:06:42:00 +0000] "GET /amdocs1/images/shared/nav/pro_line_1.gif HTTP/1.1" 200 1152
182.71.157.42 - - [22/Apr/2015:06:42:00 +0000] "GET /amdocs1/images/shared/nav/back_0.gif HTTP/1.1" 200 163
182.71.157.42 - - [22/Apr/2015:06:42:01 +0000] "GET /amdocs1/ HTTP/1.1" 200 14016
182.71.157.42 - - [22/Apr/2015:06:42:02 +0000] "GET /amdocs1/css/screen.css HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:02 +0000] "GET /amdocs1/js/jquery-1.11.0.min.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:02 +0000] "GET /amdocs1/js/jquery-migrate-1.2.1.min.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:02 +0000] "GET /amdocs1/js/jquery/ui.core.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:02 +0000] "GET /amdocs1/js/jquery/ui.checkbox.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:02 +0000] "GET /amdocs1/js/jquery/jquery.bind.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/modalmaster/jquery.modal.css HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/datatables/media/css/jquery.dataTables.custom.css HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/css/butons.css HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/jquery/jquery.selectbox-0.5.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/jquery/jquery.selectbox-0.5_style_2.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/jquery/custom_jquery.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/jquery/jquery.tooltip.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/jquery/jquery.dimensions.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/jquery/jquery.pngFix.pack.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/modalmaster/jquery.modal.min.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:03 +0000] "GET /amdocs1/js/datatables/media/js/jquery.dataTables.min.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/side_shadowleft.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/side_shadowright.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/js/jquery.cookie.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/js/clearcookie.js HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/nav/repeat.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/top_bg.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/content_repeat.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/corner_top_left.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/border_bit.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/login/loginbox_bg.png HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/corner_top_right.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/shared/nav/pro_line_0.gif HTTP/1.1" 404 4985
182.71.157.42 - - [22/Apr/2015:06:42:04 +0000] "GET /amdocs1/images/login/inp_login.gif HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:05 +0000] "GET /amdocs1/images/login/submit_login.gif HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:05 +0000] "GET /amdocs1/images/shared/corner_bottom_left.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:05 +0000] "GET /amdocs1/images/shared/corner_bottom_right.jpg HTTP/1.1" 304 -
182.71.157.42 - - [22/Apr/2015:06:42:05 +0000] "GET /amdocs1/images/shared/icon_idlogo.jpg HTTP/1.1" 304 -
66.249.65.64 - - [22/Apr/2015:11:37:04 +0000] "GET /robots.txt HTTP/1.1" 404 971
66.249.65.60 - - [22/Apr/2015:11:37:04 +0000] "GET / HTTP/1.1" 200 11197
66.249.65.62 - - [22/Apr/2015:11:38:29 +0000] "GET /manager/status HTTP/1.1" 401 2474
66.249.65.60 - - [22/Apr/2015:11:38:37 +0000] "GET /docs/ HTTP/1.1" 404 961
66.249.65.64 - - [22/Apr/2015:11:38:47 +0000] "GET /examples/ HTTP/1.1" 404 969
66.249.65.64 - - [22/Apr/2015:11:38:57 +0000] "GET /manager/html HTTP/1.1" 401 2474
66.249.65.60 - - [22/Apr/2015:11:39:14 +0000] "GET /docs/setup.html HTTP/1.1" 404 981
66.249.65.64 - - [22/Apr/2015:11:39:34 +0000] "GET /host-manager/html HTTP/1.1" 401 2045
66.249.65.64 - - [22/Apr/2015:11:39:52 +0000] "GET /docs/changelog.html HTTP/1.1" 404 989
66.249.65.62 - - [22/Apr/2015:11:40:11 +0000] "GET /docs/realm-howto.html HTTP/1.1" 404 993
66.249.65.64 - - [22/Apr/2015:11:40:30 +0000] "GET /docs/RELEASE-NOTES.txt HTTP/1.1" 404 995
66.249.65.60 - - [22/Apr/2015:11:40:50 +0000] "GET /docs/cluster-howto.html HTTP/1.1" 404 997
66.249.65.64 - - [22/Apr/2015:11:41:09 +0000] "GET /docs/manager-howto.html HTTP/1.1" 404 997
66.249.65.60 - - [22/Apr/2015:11:41:28 +0000] "GET /docs/security-howto.html HTTP/1.1" 404 999
66.249.65.64 - - [22/Apr/2015:11:41:47 +0000] "GET /docs/deployer-howto.html HTTP/1.1" 404 999
66.249.65.62 - - [22/Apr/2015:11:42:06 +0000] "GET /docs/jndi-datasource-examples-howto.html HTTP/1.1" 404 1031
66.249.65.60 - - [22/Apr/2015:11:42:26 +0000] "GET /docs/config/ HTTP/1.1" 404 975
66.249.65.62 - - [22/Apr/2015:11:42:46 +0000] "GET /docs/appdev/ HTTP/1.1" 404 975
66.249.65.62 - - [22/Apr/2015:11:43:09 +0000] "GET /docs/api/index.html HTTP/1.1" 404 989
178.255.87.242 - - [22/Apr/2015:16:48:49 +0000] "HEAD /robots.txt HTTP/1.1" 404 -
85.111.3.185 - - [22/Apr/2015:17:27:02 +0000] "GET /vtigercrm/ HTTP/1.1" 404 971
