216.218.206.66 - - [22/Apr/2015:01:47:12 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [22/Apr/2015:06:05:04 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [22/Apr/2015:06:05:05 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [22/Apr/2015:06:05:06 +0000] "GET /tomcat.css HTTP/1.1" 200 5576
182.71.157.42 - - [22/Apr/2015:06:05:07 +0000] "GET /tomcat.png HTTP/1.1" 200 5103
182.71.157.42 - - [22/Apr/2015:06:05:07 +0000] "GET /bg-upper.png HTTP/1.1" 200 3103
182.71.157.42 - - [22/Apr/2015:06:05:07 +0000] "GET /bg-nav.png HTTP/1.1" 200 1401
182.71.157.42 - - [22/Apr/2015:06:05:07 +0000] "GET /bg-button.png HTTP/1.1" 200 713
182.71.157.42 - - [22/Apr/2015:06:05:07 +0000] "GET /bg-middle.png HTTP/1.1" 200 1918
182.71.157.42 - - [22/Apr/2015:06:05:07 +0000] "GET /asf-logo.png HTTP/1.1" 200 17811
182.71.157.42 - - [22/Apr/2015:06:05:08 +0000] "GET /favicon.ico HTTP/1.1" 200 21630
182.71.157.42 - - [22/Apr/2015:06:05:28 +0000] "GET / HTTP/1.1" 200 11217
182.71.157.42 - - [22/Apr/2015:06:26:36 +0000] "GET / HTTP/1.1" 200 11217
182.71.157.42 - - [22/Apr/2015:06:29:20 +0000] "GET /manager/html HTTP/1.1" 401 2486
182.71.157.42 - - [22/Apr/2015:06:29:31 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [22/Apr/2015:06:29:32 +0000] "GET / HTTP/1.1" 200 11197
182.71.157.42 - - [22/Apr/2015:06:29:36 +0000] "GET /favicon.ico HTTP/1.1" 200 21630
182.71.157.42 - admin [22/Apr/2015:06:29:41 +0000] "GET /manager/html HTTP/1.1" 200 28017
182.71.157.42 - - [22/Apr/2015:06:29:48 +0000] "GET /amdocs1/ HTTP/1.1" 200 14016
182.71.157.42 - - [22/Apr/2015:06:29:52 +0000] "GET /amdocs1/js/modalmaster/jquery.modal.css HTTP/1.1" 200 1117
182.71.157.42 - - [22/Apr/2015:06:29:52 +0000] "GET /images/shared/logo.png HTTP/1.1" 404 995
182.71.157.42 - - [22/Apr/2015:06:29:52 +0000] "GET /amdocs1/js/jquery-migrate-1.2.1.min.js HTTP/1.1" 200 7200
182.71.157.42 - - [22/Apr/2015:06:29:52 +0000] "GET /amdocs1/js/jquery/ui.core.js HTTP/1.1" 200 14451
182.71.157.42 - - [22/Apr/2015:06:29:52 +0000] "GET /amdocs1/js/jquery/ui.checkbox.js HTTP/1.1" 200 5063
182.71.157.42 - - [22/Apr/2015:06:29:53 +0000] "GET /amdocs1/js/jquery/jquery.bind.js HTTP/1.1" 200 449
182.71.157.42 - - [22/Apr/2015:06:29:53 +0000] "GET /amdocs1/css/screen.css HTTP/1.1" 200 31712
182.71.157.42 - - [22/Apr/2015:06:29:53 +0000] "GET /amdocs1/js/jquery/jquery.selectbox-0.5.js HTTP/1.1" 200 5379
182.71.157.42 - - [22/Apr/2015:06:29:53 +0000] "GET /amdocs1/js/jquery/jquery.selectbox-0.5_style_2.js HTTP/1.1" 200 5391
182.71.157.42 - - [22/Apr/2015:06:29:54 +0000] "GET /amdocs1/js/jquery/custom_jquery.js HTTP/1.1" 200 2661
182.71.157.42 - - [22/Apr/2015:06:29:54 +0000] "GET /amdocs1/js/jquery/jquery.tooltip.js HTTP/1.1" 200 7448
182.71.157.42 - - [22/Apr/2015:06:29:54 +0000] "GET /amdocs1/js/jquery/jquery.dimensions.js HTTP/1.1" 200 18268
182.71.157.42 - - [22/Apr/2015:06:29:55 +0000] "GET /amdocs1/js/jquery/jquery.pngFix.pack.js HTTP/1.1" 200 2495
182.71.157.42 - - [22/Apr/2015:06:29:55 +0000] "GET /amdocs1/css/butons.css HTTP/1.1" 200 24696
182.71.157.42 - - [22/Apr/2015:06:29:55 +0000] "GET /amdocs1/js/modalmaster/jquery.modal.min.js HTTP/1.1" 200 4287
182.71.157.42 - - [22/Apr/2015:06:29:58 +0000] "GET /amdocs1/js/datatables/media/js/jquery.dataTables.min.js HTTP/1.1" 200 77591
182.71.157.42 - - [22/Apr/2015:06:30:00 +0000] "GET /amdocs1/js/jquery.cookie.js HTTP/1.1" 200 3238
182.71.157.42 - - [22/Apr/2015:06:30:01 +0000] "GET /amdocs1/js/clearcookie.js HTTP/1.1" 200 770
182.71.157.42 - - [22/Apr/2015:06:30:01 +0000] "GET /amdocs1/images/shared/side_shadowleft.jpg HTTP/1.1" 200 847
